FID,lat1,lon1,lat2,lon2
1520,20.632,110.405,20.642,110.415
1521,20.632,110.425,20.642,110.435
1522,20.632,110.435,20.642,110.445
1523,20.632,110.445,20.642,110.455
1524,20.632,110.455,20.642,110.465
1525,20.632,110.465,20.642,110.475
1526,20.642,110.375,20.652,110.385
1527,20.642,110.405,20.652,110.415
1528,20.642,110.415,20.652,110.425
1529,20.642,110.425,20.652,110.435
1530,20.642,110.435,20.652,110.445
1531,20.642,110.445,20.652,110.455
1532,20.642,110.455,20.652,110.465
1533,20.642,110.465,20.652,110.475
1534,20.652,110.375,20.662,110.385
1535,20.652,110.385,20.662,110.395
1536,20.652,110.405,20.662,110.415
1537,20.652,110.415,20.662,110.425
1538,20.652,110.425,20.662,110.435
1539,20.652,110.435,20.662,110.445
1540,20.652,110.445,20.662,110.455
1541,20.652,110.455,20.662,110.465
1542,20.652,110.465,20.662,110.475
1543,20.662,110.385,20.672,110.395
1544,20.662,110.405,20.672,110.415
1545,20.662,110.435,20.672,110.445
1546,20.662,110.455,20.672,110.465
1547,20.682,110.405,20.692,110.415
1548,20.682,110.415,20.692,110.425
1549,20.682,110.425,20.692,110.435
1550,20.692,110.415,20.702,110.425
1551,20.692,110.425,20.702,110.435
1552,20.702,110.405,20.712,110.415
1553,20.702,110.415,20.712,110.425
