Id,glat,glon,lat1,lon1,lat2,lon2,vmax_gust,vmax_sust,gust_dur,sust_dur
286,20.327,110.22,20.322,110.215,20.332,110.225,55.53080729,37.26899818,915,495
287,20.327,110.23,20.322,110.225,20.332,110.235,55.14859896,37.01248253,915,510
288,20.327,110.24,20.322,110.235,20.332,110.245,55.32511801,37.13095169,930,510
289,20.327,110.25,20.322,110.245,20.332,110.255,55.41639854,37.19221378,930,510
290,20.327,110.26,20.322,110.255,20.332,110.265,55.40610648,37.18530636,930,495
291,20.327,110.27,20.322,110.265,20.332,110.275,55.31915444,37.12694929,915,495
292,20.327,110.28,20.322,110.275,20.332,110.285,55.38079017,37.16831555,930,495
293,20.327,110.29,20.322,110.285,20.332,110.295,55.28159057,37.10173864,930,510
294,20.327,110.3,20.322,110.295,20.332,110.305,55.37995973,37.16775821,930,510
295,20.327,110.31,20.322,110.305,20.332,110.315,55.33482516,37.13746655,930,510
296,20.327,110.32,20.322,110.315,20.332,110.325,55.38691265,37.17242459,915,495
297,20.327,110.33,20.322,110.325,20.332,110.335,55.2720284,37.09532107,930,495
298,20.327,110.34,20.322,110.335,20.332,110.345,55.43089309,37.20194167,930,495
299,20.327,110.35,20.322,110.345,20.332,110.355,55.3605871,37.15475644,930,495
300,20.327,110.36,20.322,110.355,20.332,110.365,55.47277453,37.23005002,915,495
301,20.327,110.37,20.322,110.365,20.332,110.375,55.52779736,37.26697809,915,495
302,20.327,110.38,20.322,110.375,20.332,110.385,55.34327613,37.14313834,915,495
303,20.327,110.39,20.322,110.385,20.332,110.395,55.65981022,37.35557733,930,495
304,20.327,110.4,20.322,110.395,20.332,110.405,55.65618569,37.35314476,930,495
305,20.327,110.41,20.322,110.405,20.332,110.415,55.41005283,37.18795492,915,495
306,20.327,110.42,20.322,110.415,20.332,110.425,55.77772212,37.43471284,915,480
307,20.327,110.43,20.322,110.425,20.332,110.435,55.85939847,37.48952917,915,480
308,20.337,109.93,20.332,109.925,20.342,109.935,54.15289286,36.3442234,825,390
309,20.337,109.94,20.332,109.935,20.342,109.945,54.73961134,36.73799419,825,390
310,20.337,109.95,20.332,109.945,20.342,109.955,54.4987506,36.57634268,825,390
311,20.337,109.96,20.332,109.955,20.342,109.965,54.13420368,36.33168032,825,405
312,20.337,109.97,20.332,109.965,20.342,109.975,53.71790756,36.05228695,840,405
313,20.337,109.98,20.332,109.975,20.342,109.985,53.29951544,35.77148687,840,405
314,20.337,109.99,20.332,109.985,20.342,109.995,53.37802073,35.82417499,825,390
315,20.337,110,20.332,109.995,20.342,110.005,54.20492476,36.37914413,840,375
316,20.337,110.01,20.332,110.005,20.342,110.015,54.61754414,36.65606989,825,375
317,20.337,110.02,20.332,110.015,20.342,110.025,54.6743989,36.69422745,840,390
318,20.337,110.03,20.332,110.025,20.342,110.035,55.06083387,36.95357978,840,390
319,20.337,110.04,20.332,110.035,20.342,110.045,54.71286936,36.72004655,825,390
320,20.337,110.05,20.332,110.045,20.342,110.055,54.27491403,36.4261168,840,390
321,20.337,110.06,20.332,110.055,20.342,110.065,53.81450823,36.11711962,855,390
322,20.337,110.07,20.332,110.065,20.342,110.075,54.15555371,36.3460092,855,405
323,20.337,110.08,20.332,110.075,20.342,110.085,54.8333764,36.80092376,870,405
324,20.337,110.09,20.332,110.085,20.342,110.095,55.09510309,36.97657925,870,405
325,20.337,110.1,20.332,110.095,20.342,110.105,55.01651004,36.92383224,885,390
326,20.337,110.11,20.332,110.105,20.342,110.115,55.20779676,37.05221259,915,405
327,20.337,110.12,20.332,110.115,20.342,110.125,54.77905706,36.76446783,915,405
