Id,glat,glon,lat1,lon1,lat2,lon2,vmax_gust,vmax_sust,gust_dur,sust_dur
293,20.327,110.29,20.322,110.285,20.332,110.295,38.56025068,25.87936287,1155,510
294,20.327,110.3,20.322,110.295,20.332,110.305,38.63998357,25.93287488,1170,510
295,20.327,110.31,20.322,110.305,20.332,110.315,38.71797689,25.98521939,1170,510
296,20.327,110.32,20.322,110.315,20.332,110.325,38.79417805,26.03636111,1170,525
297,20.327,110.33,20.322,110.325,20.332,110.335,38.86853463,26.08626485,1170,525
298,20.327,110.34,20.322,110.335,20.332,110.345,38.94210611,26.13564168,1185,525
299,20.327,110.35,20.322,110.345,20.332,110.355,39.02150837,26.18893179,1185,540
300,20.327,110.36,20.322,110.355,20.332,110.365,39.09906359,26.24098228,1185,540
301,20.327,110.37,20.322,110.365,20.332,110.375,39.17471622,26.29175585,1185,555
302,20.327,110.38,20.322,110.375,20.332,110.385,39.24841092,26.34121538,1200,555
303,20.327,110.39,20.322,110.385,20.332,110.395,39.3200928,26.38932402,1200,555
304,20.327,110.4,20.322,110.395,20.332,110.405,39.38970743,26.43604526,1200,570
305,20.327,110.41,20.322,110.405,20.332,110.415,39.45720106,26.48134299,1185,570
306,20.327,110.42,20.322,110.415,20.332,110.425,39.52252069,26.52518167,1200,555
307,20.327,110.43,20.322,110.425,20.332,110.435,39.58561423,26.56752633,1200,570
308,20.337,109.93,20.332,109.925,20.342,109.935,35.10725353,23.56191512,1065,360
309,20.337,109.94,20.332,109.935,20.342,109.945,35.2226373,23.63935389,1065,360
310,20.337,109.95,20.332,109.945,20.342,109.955,35.33761016,23.71651688,1065,360
311,20.337,109.96,20.332,109.955,20.342,109.965,35.45214327,23.79338475,1080,375
312,20.337,109.97,20.332,109.965,20.342,109.975,35.56620681,23.86993746,1080,375
313,20.337,109.98,20.332,109.975,20.342,109.985,35.67976996,23.94615434,1080,375
314,20.337,109.99,20.332,109.985,20.342,109.995,35.79280087,24.02201401,1080,375
315,20.337,110,20.332,109.995,20.342,110.005,35.9052667,24.09749443,1095,390
316,20.337,110.01,20.332,110.005,20.342,110.015,36.01713354,24.17257285,1095,390
317,20.337,110.02,20.332,110.015,20.342,110.025,36.12836649,24.24722583,1095,390
318,20.337,110.03,20.332,110.025,20.342,110.035,36.23892957,24.32142924,1095,390
319,20.337,110.04,20.332,110.035,20.342,110.045,36.3467444,24.39378819,1110,405
320,20.337,110.05,20.332,110.045,20.342,110.055,36.45064431,24.46351967,1110,405
